Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,Latitude,Longitude,Altitude,UTM_easting,UTM_northing,Zone,Letter
1675727489.047518,190,85889,0,GPS1_Frame,42.33714716666667,-71.09049516666667,6.0,327783.4424045944,4689326.829258439,19,T
1675727490.0523076,191,85890,0,GPS1_Frame,42.3371465,-71.09049416666667,6.0,327783.5229688855,4689326.753204846,19,T
1675727491.0580707,192,85891,0,GPS1_Frame,42.33714583333334,-71.09049333333334,6.0,327783.589802478,4689326.67748881,19,T
1675727492.0449579,193,85892,0,GPS1_Frame,42.33714566666666,-71.09049266666666,5.9,327783.6442703018,4689326.657631523,19,T
1675727493.046412,194,85893,0,GPS1_Frame,42.33714499999999,-71.09049233333333,5.8,327783.66991179506,4689326.582928155,19,T
1675727494.0559754,195,85894,0,GPS1_Frame,42.33714466666667,-71.0904925,5.6,327783.6552711398,4689326.54625158,19,T
1675727495.0431883,196,85895,0,GPS1_Frame,42.33714433333333,-71.09049316666666,5.5,327783.59943838033,4689326.510587672,19,T
1675727496.0487838,197,85896,0,GPS1_Frame,42.33714433333333,-71.0904945,5.2,327783.4895927732,4689326.513288117,19,T
1675727497.058501,198,85897,0,GPS1_Frame,42.33714433333333,-71.09049633333333,5.1,327783.33855506417,4689326.51700123,19,T
1675727498.0635266,199,85898,0,GPS1_Frame,42.33714416666667,-71.09049766666666,5.3,327783.22825447633,4689326.501194615,19,T
1675727499.0482807,200,85899,0,GPS1_Frame,42.33714383333333,-71.09049933333334,5.5,327783.0900375076,4689326.467556047,19,T
1675727500.0552366,201,85900,0,GPS1_Frame,42.3371435,-71.09050133333334,5.7,327782.92435913795,4689326.434592599,19,T
1675727501.0420866,202,85901,0,GPS1_Frame,42.33714333333334,-71.09050266666667,5.9,327782.8140585497,4689326.418785989,19,T
1675727502.050602,203,85902,0,GPS1_Frame,42.337143166666664,-71.09050433333333,6.2,327782.67629655905,4689326.403654494,19,T
1675727503.0542724,204,85903,0,GPS1_Frame,42.33714266666666,-71.09050583333332,6.5,327782.551355308,4689326.351171317,19,T
